Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Surface area (sq. km),AG.SRF.TOTL.K2,Guatemala,GTM,108890,108890,108890,108890,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea,GIN,245860,245860,245860,245860,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea-Bissau,GNB,36130,36130,36130,36130,..
Surface area (sq. km),AG.SRF.TOTL.K2,Guyana,GUY,214970,214970,214970,214970,..
Surface area (sq. km),AG.SRF.TOTL.K2,Honduras,HND,112490,112490,112490,112490,..
Surface area (sq. km),AG.SRF.TOTL.K2,Hungary,HUN,93030,93030,93030,93030,..
Surface area (sq. km),AG.SRF.TOTL.K2,Iceland,ISL,103000,103000,103000,103000,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ireland,IRL,70280,70280,70280,70280,..
Surface area (sq. km),AG.SRF.TOTL.K2,Isle of Man,IMN,570,570,570,570,..
Surface area (sq. km),AG.SRF.TOTL.K2,Israel,ISR,22070,22070,22070,..,..
Surface area (sq. km),AG.SRF.TOTL.K2,Italy,ITA,302068,302068,302068,302070,..
Surface area (sq. km),AG.SRF.TOTL.K2,Jamaica,JAM,10990,10990,10990,10990,..
Surface area (sq. km),AG.SRF.TOTL.K2,Japan,JPN,377974,377974,377974,377969.27,..
Surface area (sq. km),AG.SRF.TOTL.K2,Jordan,JOR,89318,89318,89318,89318,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kazakhstan,KAZ,2724902,2724900,2724900,2724902,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kenya,KEN,580370,580370,580370,580370,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kiribati,KIR,810,810,810,810,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kosovo,XKX,..,..,..,..,..
Surface area (sq. km),AG.SRF.TOTL.K2,Latvia,LVA,64594,64590,64590,64590,..
Surface area (sq. km),AG.SRF.TOTL.K2,Liechtenstein,LIE,160,160,160,160,..
Surface area (sq. km),AG.SRF.TOTL.K2,Luxembourg,LUX,2590,2590,2590,2590,..
Surface area (sq. km),AG.SRF.TOTL.K2,North Macedonia,MKD,25710,25710,25710,25710,..
Surface area (sq. km),AG.SRF.TOTL.K2,Malta,MLT,320,320,320,320,..
Surface area (sq. km),AG.SRF.TOTL.K2,Marshall Islands,MHL,180,180,180,180,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mauritania,MRT,1030700,1030700,1030700,1030700,..
Surface area (sq. km),AG.SRF.TOTL.K2,Mauritius,MUS,2007,2007,2007,2010,..
Surface area (sq. km),AG.SRF.TOTL.K2,Moldova,MDA,33850,33850,33850,33850,..
Surface area (sq. km),AG.SRF.TOTL.K2,Monaco,MCO,74.92,74.92,74.9,74.9,..
Surface area (sq. km),AG.SRF.TOTL.K2,Montenegro,MNE,13810,13810,13810,13810,..
Surface area (sq. km),AG.SRF.TOTL.K2,Morocco,MAR,446550,446550,446550,446550,..
Surface area (sq. km),AG.SRF.TOTL.K2,Netherlands,NLD,41540,41540,41540,41540,..
Surface area (sq. km),AG.SRF.TOTL.K2,New Caledonia,NCL,18580,18580,18580,18580,..
Surface area (sq. km),AG.SRF.TOTL.K2,New Zealand,NZL,267710,267710,267710,267710,..
Surface area (sq. km),AG.SRF.TOTL.K2,Papua New Guinea,PNG,462840,462840,462840,462840,..
Surface area (sq. km),AG.SRF.TOTL.K2,Poland,POL,312690,312710,312710,312720,..
Surface area (sq. km),AG.SRF.TOTL.K2,Portugal,PRT,92230,92230,92230,92230,..
Surface area (sq. km),AG.SRF.TOTL.K2,Romania,ROU,238400,238400,238400,238400,..
Surface area (sq. km),AG.SRF.TOTL.K2,Russian Federation,RUS,17098250,17098250,17098250,17098250,..
Surface area (sq. km),AG.SRF.TOTL.K2,Samoa,WSM,2840,2840,2840,2840,..
Surface area (sq. km),AG.SRF.TOTL.K2,San Marino,SMR,60,60,60,60,..
Surface area (sq. km),AG.SRF.TOTL.K2,Saudi Arabia,SAU,2149690,2149690,2149690,2149690,..
Surface area (sq. km),AG.SRF.TOTL.K2,Serbia,SRB,88360,84990,84990,84990,..
Surface area (sq. km),AG.SRF.TOTL.K2,Seychelles,SYC,460,460,460,460,..
Surface area (sq. km),AG.SRF.TOTL.K2,Singapore,SGP,726,728,728,728,..
Surface area (sq. km),AG.SRF.TOTL.K2,Sint Maarten (Dutch part),SXM,34,34,34,34,..
Surface area (sq. km),AG.SRF.TOTL.K2,Slovak Republic,SVK,49030,49030,49030,49030,..
Surface area (sq. km),AG.SRF.TOTL.K2,Solomon Islands,SLB,28900,28900,28900,28900,..
Surface area (sq. km),AG.SRF.TOTL.K2,South Africa,ZAF,1219090,1219090,1219090,1219090,..
Surface area (sq. km),AG.SRF.TOTL.K2,Spain,ESP,505952.796,505969.891,505964.594,505978.281,..
Surface area (sq. km),AG.SRF.TOTL.K2,St. Lucia,LCA,620,620,620,620,..
Surface area (sq. km),AG.SRF.TOTL.K2,St. Martin (French part),MAF,50,50,50,50,..
Surface area (sq. km),AG.SRF.TOTL.K2,St. Vincent and the Grenadines,VCT,390,390,390,390,..
Surface area (sq. km),AG.SRF.TOTL.K2,Sweden,SWE,528860,528860,528860,528860,..
Surface area (sq. km),AG.SRF.TOTL.K2,Switzerland,CHE,41290.7,41290.7,41290.7,41290.7,..
Surface area (sq. km),AG.SRF.TOTL.K2,Tunisia,TUN,163610,163610,163610,163610,..
Surface area (sq. km),AG.SRF.TOTL.K2,Turkiye,TUR,785350,785350,785350,785350,..
Surface area (sq. km),AG.SRF.TOTL.K2,Turks and Caicos Islands,TCA,950,950,950,950,..
Surface area (sq. km),AG.SRF.TOTL.K2,Ukraine,UKR,603550,603550,603550,603550,..
Surface area (sq. km),AG.SRF.TOTL.K2,United Kingdom,GBR,243610,243610,243610,243610,..
Surface area (sq. km),AG.SRF.TOTL.K2,United States,USA,9831510,9831510,9831510,9831510,..
Surface area (sq. km),AG.SRF.TOTL.K2,Norway,NOR,625218,624499,624500,624500,..
Surface area (sq. km),AG.SRF.TOTL.K2,Slovenia,SVN,20480,20480,20480,20480,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Albania,ALB,21.8,22,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Andorra,AND,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Armenia,ARM,26.4,27,26.5,24.8,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Australia,AUS,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Austria,AUT,13.9,14.7,14.8,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Azerbaijan,AZE,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Bahamas, The",BHS,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Belarus,BLR,5,4.8,4.1,3.9,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Belgium,BEL,14.1,12.7,13.2,12.3,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Bosnia and Herzegovina,BIH,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Brazil,BRA,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Canada,CAN,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Channel Islands,CHI,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Congo, Dem. Rep.",COD,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Congo, Rep.",COG,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Costa Rica,CRI,23.9,30,26.2,25.5,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Cote d'Ivoire,CIV,..,..,37.5,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Croatia,HRV,18.3,19.2,18,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Cyprus,CYP,14.3,13.8,13.9,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Czechia,CZE,9.5,8.6,10.2,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Denmark,DNK,12.1,12.3,12.4,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Dominica,DMA,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Ecuador,ECU,25,33,27.7,25.2,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Egypt, Arab Rep.",EGY,29.7,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,El Salvador,SLV,..,26.2,24.6,26.6,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Equatorial Guinea,GNQ,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Eritrea,ERI,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Estonia,EST,20.7,20.6,22.8,22.5,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Faroe Islands,FRO,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Finland,FIN,12.2,10.8,12.7,12.2,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,France,FRA,..,..,15.6,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,French Polynesia,PYF,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Georgia,GEO,19.5,21.3,17.5,15.6,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Germany,DEU,16.1,16,14.8,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Gibraltar,GIB,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Greece,GRC,17.7,19.6,18.8,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Greenland,GRL,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Grenada,GRD,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Guatemala,GTM,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Guinea,GIN,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Guinea-Bissau,GNB,..,..,50.5,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Guyana,GUY,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Honduras,HND,59.3,..,73.6,..,64.1
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Hungary,HUN,12.3,12.6,12.1,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Iceland,ISL,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Ireland,IRL,13.8,12.9,14,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Isle of Man,IMN,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Israel,ISR,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Italy,ITA,20,20.1,20.1,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Jamaica,JAM,11,..,16.7,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Japan,JPN,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Jordan,JOR,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Kazakhstan,KAZ,4.3,5.3,5.2,5.2,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Kenya,KEN,..,..,38.6,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Kiribati,KIR,21.9,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Kosovo,XKX,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Latvia,LVA,21.6,23.4,22.5,22.5,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Liechtenstein,LIE,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Luxembourg,LUX,..,..,17.3,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,North Macedonia,MKD,21.8,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Malta,MLT,16.9,16.9,16.7,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Marshall Islands,MHL,7.2,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Mauritania,MRT,31.8,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Mauritius,MUS,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Moldova,MDA,25.2,26.8,24.5,31.1,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Monaco,MCO,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Montenegro,MNE,22.6,21.2,20.3,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Morocco,MAR,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Netherlands,NLD,13.4,14.4,14.5,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,New Caledonia,NCL,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,New Zealand,NZL,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Papua New Guinea,PNG,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Poland,POL,..,11.8,12.2,11.8,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Portugal,PRT,16.2,18.4,16.4,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Romania,ROU,23.4,22.5,21.2,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Russian Federation,RUS,12.3,12.1,11,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Samoa,WSM,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,San Marino,SMR,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Saudi Arabia,SAU,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Serbia,SRB,21.7,21.2,20,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Seychelles,SYC,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Singapore,SGP,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sint Maarten (Dutch part),SXM,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Slovak Republic,SVK,11.4,12.3,13.7,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Solomon Islands,SLB,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Spain,ESP,21,21.7,20.4,20.2,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,St. Lucia,LCA,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,St. Martin (French part),MAF,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,St. Vincent and the Grenadines,VCT,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sweden,SWE,16.1,15.7,16,16.1,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Switzerland,CHE,15.5,14.7,15.8,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Tunisia,TUN,..,..,16.6,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Turkiye,TUR,..,..,14.4,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Turks and Caicos Islands,TCA,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Ukraine,UKR,..,1.6,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,United Kingdom,GBR,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,United States,USA,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Norway,NOR,..,12.6,12.2,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Slovenia,SVN,12.4,11.7,12.1,12.7,..
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Albania,ALB,15061348641.3071,15103122328.6399,17281730969.8464,18934409571.2147,21085728668.9891
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Andorra,AND,3552046783.07492,3284843013.4622,3504828591.53463,3997356408.2079,..
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Armenia,ARM,13777592544.9172,12529414177.0274,13555497545.2684,16864496346.5623,20271184637.3755
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Australia,AUS,1390620135689.17,1375516610057.42,1468717768493.45,1579305202101.09,1683419888355.52
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Austria,AUT,453320486251.642,437336877987.829,476613830048.496,505746944192.039,502500767868.543
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Azerbaijan,AZE,45201352796.0273,45211147661.7476,49737895389.7325,57455146463.8212,67644748293.1306
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,"Bahamas, The",BHS,12220177922.1578,9571813275.00921,11156424656.5342,12634295743.4673,13311500803.8093
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Belarus,BLR,59991312082.1203,60152636867.9586,65478006072.4665,66525070409.1974,71537964249.8465
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Belgium,BEL,552056129433.882,531809221035.573,593281558318.888,626965840889.403,643394148662.122
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Bosnia and Herzegovina,BIH,20687550970.1911,20316003116.5814,22606222235.567,24693503903.0648,26361981841.587
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Brazil,BRA,1953066789009.92,1686362765402.33,1689214340414.81,1776651444579.34,1959785256812.05
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Canada,CAN,1752253443235.54,1669280883082.88,1865476861705.91,2075403578073.26,2167054214710.05
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Channel Islands,CHI,..,..,..,..,..
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,"Congo, Dem. Rep.",COD,45692407058.6606,49887060271.9509,53924709479.3666,60052867645.0778,67082242168.6331
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,"Congo, Rep.",COG,12270544101.9093,12850227586.213,11998298068.2506,13072467559.2524,15144181834.2659
